image_path,prediction,ground_truth,cluster,cluster_keyword
/kaggle/input/oneshot/test_OS/fake/fake_231.jpg,generated,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_204.jpg,real face,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_187.jpg,real face,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_182.jpg,real face,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_208.jpg,real face,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_244.jpg,real face,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_186.jpg,generated,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_176.jpg,real face,fake,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/fake/fake_180.jpg,generated,fake,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/fake/fake_228.jpg,[generated],fake,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/fake/fake_191.jpg,real face,fake,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/fake/fake_234.jpg,real face,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_259.jpg,real face,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_153.jpg,[generated],fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_256.jpg,[generated],fake,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/fake/fake_213.jpg,real face,fake,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/fake/fake_267.jpg,real face,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_248.jpg,real face,fake,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/fake/fake_216.jpg,[generated],fake,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/fake/fake_270.jpg,real face,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_293.jpg,real face,fake,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/fake/fake_269.jpg,real face,fake,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/fake/fake_263.jpg,[generated],fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_162.jpg,generated,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_252.jpg,[generated],fake,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/fake/fake_237.jpg,real face,fake,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/fake/fake_247.jpg,[generated],fake,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/fake/fake_156.jpg,real face,fake,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/fake/fake_225.jpg,real face,fake,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/fake/fake_275.jpg,generated,fake,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/fake/fake_215.jpg,real face,fake,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/fake/fake_155.jpg,real face,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_159.jpg,real face,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_224.jpg,real face,fake,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/fake/fake_189.jpg,generated,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_280.jpg,real face,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_171.jpg,real face,fake,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/fake/fake_262.jpg,real face,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_207.jpg,[generated],fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_273.jpg,real face,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_255.jpg,generated,fake,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/fake/fake_282.jpg,real face,fake,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/fake/fake_200.jpg,generated,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_168.jpg,generated,fake,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/fake/fake_178.jpg,real face,fake,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/fake/fake_211.jpg,generated,fake,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/fake/fake_220.jpg,real face,fake,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/fake/fake_190.jpg,real face,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_251.jpg,[real face],fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_254.jpg,real face,fake,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/fake/fake_235.jpg,real face,fake,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/fake/fake_223.jpg,[real face],fake,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/fake/fake_246.jpg,real face,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_265.jpg,real face,fake,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/fake/fake_196.jpg,real face,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_219.jpg,real face,fake,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/fake/fake_258.jpg,real face,fake,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/fake/fake_296.jpg,real face,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_285.jpg,real face,fake,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/fake/fake_152.jpg,generated,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_198.jpg,real face,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_151.jpg,generated,fake,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/fake/fake_232.jpg,real face,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_276.jpg,real face,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_238.jpg,generated,fake,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/fake/fake_199.jpg,real face,fake,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/fake/fake_214.jpg,generated,fake,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/fake/fake_284.jpg,real face,fake,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/fake/fake_233.jpg,real face,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_203.jpg,generated,fake,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/fake/fake_226.jpg,real face,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_163.jpg,generated,fake,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/fake/fake_272.jpg,[generated],fake,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/fake/fake_209.jpg,[real face],fake,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/fake/fake_283.jpg,real face,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_264.jpg,[generated],fake,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/fake/fake_278.jpg,real face,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_179.jpg,real face,fake,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/fake/fake_239.jpg,real face,fake,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/fake/fake_243.jpg,generated,fake,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/fake/fake_236.jpg,real face,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_294.jpg,generated,fake,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/fake/fake_174.jpg,real face,fake,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
/kaggle/input/oneshot/test_OS/fake/fake_279.jpg,[generated],fake,2,"Questo cluster riguarda voluminous, textured, elaborate, headpiece, doll"
/kaggle/input/oneshot/test_OS/fake/fake_185.jpg,generated,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_268.jpg,real face,fake,3,"Questo cluster riguarda reveal, wavy, diffused, perfected, irises"
/kaggle/input/oneshot/test_OS/fake/fake_165.jpg,real face,fake,4,"Questo cluster riguarda mustache, headset, suit, provide, context"
/kaggle/input/oneshot/test_OS/fake/fake_227.jpg,real face,fake,1,"Questo cluster riguarda gaps, dental, child, indicates, pursed"
